problem,inst,time_CPU,choices,conflicts,backtracks,backjumps,restarts,jumps,atoms,rules,bodies,equivalences,variables,eliminated,frozen,constraints,nHornClauses,nDualHornClauses,maxClauseSize,maxPositiveClauseSize,maxNegativeClauseSize,numVPosLitH,numVPosLit,numVNegLitH,numVNegLit,maxPosRSizeC,maxPosRSizeNC,numAtomOccC,numAtomOccNC,maxNumAtomOcc,maxNumPosOccA,maxNumNegOccA,dWidth,dEdges,dNodes,iWidth,iEdges,iNodes,rEdges0,rNodes0,rWidths0,rEdges1,rNodes1,rWidths1,rEdges2,rNodes2,rWidths2,rEdges3,rNodes3,rWidths3,rEdges4,rNodes4,rWidths4,rEdges5,rNodes5,rWidths5,rEdges6,rNodes6,rWidths6,rEdges7,rNodes7,rWidths7,rEdges8,rNodes8,rWidths8,rEdges9,rNodes9,rWidths9,problem_width
Numberlink,118-numberlink-0-0.asp,1.266,41882,20913,16,20897,198,20897,3242,48968,25683,5071,6637,0,2553,40681,1977,43424,3,3,1,2721,2721,560,560,3,1,142290,520,41461,41461,5,,138258,48147,,138258,48147,134274,48147,,135606,48147,,135282,48147,,135100,48147,,137091,48147,,137812,48147,,136184,48147,,137333,48147,,136807,48147,,128928,48147,,12
Numberlink,119-numberlink-0-0.asp,1.219,21608,15803,14,15789,69,15789,3242,48968,25683,5071,6635,0,2553,40594,1977,43424,3,3,1,2721,2721,560,560,3,1,142290,520,41461,41461,5,,138258,48147,,138258,48147,134417,48147,,135719,48147,,132750,48147,,138053,48147,,135497,48147,,137724,48147,,135724,48147,,136784,48147,,137596,48147,,128948,48147,,12
MinimalDiagnosis,120-minimal_diagnosis-149-0.asp,0.156,30,0,0,0,0,0,25879,45967,26164,19356,22509,0,8265,87962,7648,38818,6,6,1,8818,8818,2660,2660,6,3,153162,6317,4327,4327,1,,152033,56687,,152033,56687,148956,56687,,150597,56687,,150139,56687,,151537,56687,,151349,56687,,151736,56687,,151766,56687,,151735,56687,,152013,56687,,151375,56687,,
Numberlink,121-numberlink-0-0.asp,4.578,94159,54066,17,54049,177,54049,2873,36123,19052,4493,5706,0,2188,31958,1694,31298,3,3,1,2353,2353,480,480,3,1,104194,519,29616,29616,5,,100738,35367,,100738,35367,98067,35367,,95996,35367,,98279,35367,,99333,35367,,99118,35367,,98691,35367,,98780,35367,,99835,35367,,99990,35367,,94024,35367,,12
Numberlink,122-numberlink-0-0.asp,1.266,13241,10319,18,10301,60,10301,3980,80568,41890,6227,8477,0,3279,58943,2535,73590,3,3,1,3457,3457,720,720,3,1,236208,522,71073,71073,5,,231024,79617,,231024,79617,227497,79617,,226904,79617,,227695,79617,,226409,79617,,228415,79617,,229967,79617,,229587,79617,,230400,79617,,230072,79617,,220018,79617,,12
Numberlink,123-numberlink-0-0.asp,2.188,43551,18038,23,18015,76,18015,3242,48959,25671,5071,6624,0,2550,39554,1971,43418,3,3,1,2721,2721,560,560,3,1,142260,520,41461,41461,5,,138228,48138,,138228,48138,132699,48138,,135556,48138,,137002,48138,,135862,48138,,135328,48138,,136626,48138,,137884,48138,,138224,48138,,137612,48138,,129456,48138,,12
Numberlink,124-numberlink-0-0.asp,1.438,26089,10479,23,10456,53,10456,4502,80434,41993,7055,9479,0,3646,63418,2836,72604,3,3,1,3853,3853,792,792,3,1,235004,648,69784,69784,5,,229244,79321,,229244,79321,224446,79321,,226993,79321,,228746,79321,,228580,79321,,226679,79321,,225529,79321,,223121,79321,,229023,79321,,228997,79321,,218426,79321,,14
Numberlink,125-numberlink-0-0.asp,0.797,11910,7995,15,7980,44,7980,3242,48968,25683,5071,6636,0,2553,40557,1977,43424,3,3,1,2721,2721,560,560,3,1,142290,520,41461,41461,5,,138258,48147,,138258,48147,133085,48147,,134111,48147,,134995,48147,,136695,48147,,137465,48147,,136381,48147,,136995,48147,,136953,48147,,137375,48147,,129864,48147,,12
Numberlink,126-numberlink-0-0.asp,0.656,19873,6899,10,6889,30,6889,3242,48968,25683,5071,6636,0,2553,40609,1977,43424,3,3,1,2721,2721,560,560,3,1,142290,520,41461,41461,5,,138258,48147,,138258,48147,133978,48147,,135530,48147,,136445,48147,,137184,48147,,136381,48147,,135981,48147,,137317,48147,,137664,48147,,137515,48147,,129678,48147,,12
MinimalDiagnosis,127-minimal_diagnosis-149-0.asp,0.031,15,15,15,0,0,0,8560,13309,7973,5233,3132,0,1275,11774,1299,11054,6,6,1,1215,1215,315,315,6,3,39106,2077,1378,1378,1,73,38934,17429,,38934,17429,38221,17429,68,38803,17429,74,38823,17429,73,38852,17429,73,38874,17429,73,38922,17429,72,38918,17429,72,38934,17429,73,38934,17429,73,38871,17429,74,
Numberlink,129-numberlink-0-0.asp,1.719,24447,17400,22,17378,77,17378,3242,48968,25683,5071,6636,0,2553,40566,1977,43424,3,3,1,2721,2721,560,560,3,1,142290,520,41461,41461,5,,138258,48147,,138258,48147,136233,48147,,136454,48147,,133798,48147,,135737,48147,,137154,48147,,135366,48147,,134050,48147,,137584,48147,,137409,48147,,131635,48147,,12
Numberlink,130-numberlink-0-0.asp,0.422,3773,2342,24,2318,14,2318,4962,101611,52834,7777,10625,0,4098,76223,3183,92886,3,3,1,4312,4312,891,891,3,1,297984,649,89721,89721,5,,291504,100416,,291504,100416,285442,100416,,288390,100416,,288420,100416,,286594,100416,,289438,100416,,289535,100416,,288123,100416,,289699,100416,,290070,100416,,277301,100416,,14
RicochetRobots,145-ricochetrobot-15-0.asp,16.79,73103,28964,7,28957,342,28957,12172,45783,41891,6580,42064,0,0,156088,9062,34796,5,5,1,9716,9686,6842,6842,5,3,144338,3823,3840,3840,16,,147006,55616,,147006,55616,138090,55616,,134804,55616,,145555,55616,,140395,55616,,145102,55616,,146999,55616,,145122,55616,,145490,55616,,145263,55616,,143083,55616,,
BlockedNQueens,156.48.1960.36.1721259656.dat,9.828,422180,390128,4,390124,1660,390124,7480,9400,1987,13957,438,0,322,1411,96,329,15,15,1,438,342,96,0,15,2,3910,7274,329,329,1,183,3008,1331,,3008,1331,2658,1331,143,2765,1331,157,2780,1331,156,2861,1331,161,2916,1331,172,2858,1331,166,2920,1331,171,2837,1331,163,2933,1331,174,2582,1331,132,
BlockedN-QueensCompetition,156.48.1960.36.1721283013.dat.data,0.531,65148,59905,12,59893,509,59893,4695,9652,3087,4361,438,0,342,338,96,380,49,49,1,438,342,96,0,49,20,23446,6856,2342,2342,1,241,18980,5408,,18980,5408,16904,5408,203,15125,5408,173,16939,5408,207,16808,5408,202,18823,5408,237,18871,5408,239,18629,5408,236,18840,5408,238,18588,5408,236,17066,5408,208,
BlockedNQueens,156.48.1960.36.1721284464.dat,0.172,26846,24300,6,24294,254,24294,7486,9283,1871,13957,438,0,326,1289,96,335,15,15,1,438,342,96,0,15,2,3923,7286,335,335,1,184,3033,1349,,3033,1349,2449,1349,121,2814,1349,157,2996,1349,179,2848,1349,156,2841,1349,158,2902,1349,170,2882,1349,159,2921,1349,164,2942,1349,169,2806,1349,158,
BlockedNQueens,156.48.1960.36.1721297189.dat,0.703,30985,27862,5,27857,124,27857,7486,9404,1995,13957,438,0,323,1413,96,335,17,17,1,438,342,96,0,17,2,3926,7286,335,335,1,195,3036,1349,,3036,1349,2348,1349,111,2758,1349,156,2852,1349,171,2926,1349,182,2987,1349,180,2946,1349,181,2968,1349,183,3007,1349,189,3004,1349,185,2600,1349,144,
BlockedNQueens,156.48.1960.36.1721301641.dat,2.594,109596,101544,6,101538,348,101538,7487,9341,1928,13957,438,0,332,1345,96,336,13,13,1,438,342,96,0,13,2,3924,7288,336,336,1,188,3036,1352,,3036,1352,2566,1352,134,2707,1352,145,2875,1352,172,2686,1352,146,2946,1352,175,2968,1352,178,2991,1352,178,2979,1352,178,3036,1352,188,2692,1352,143,
BlockedN-QueensCompetition,156.48.1960.36.1721310106.dat.data,4.969,154577,142185,5,142180,508,142180,4695,9652,3087,4361,438,0,342,335,96,380,49,49,1,438,342,96,0,49,22,23421,6881,2342,2342,1,241,18980,5408,,18980,5408,15432,5408,176,16989,5408,204,17178,5408,210,18396,5408,230,18282,5408,228,18144,5408,224,18884,5408,239,18297,5408,228,18666,5408,234,16584,5408,198,
BlockedNQueens,156.48.1960.36.1721310106.dat,5.578,182903,168751,3,168748,510,168748,7486,9285,1875,13957,438,0,324,1293,96,335,17,17,1,438,342,96,0,17,2,3925,7286,335,335,1,188,3035,1349,,3035,1349,2422,1349,117,2810,1349,161,2723,1349,146,2878,1349,167,2965,1349,180,2984,1349,182,2967,1349,181,2992,1349,188,2983,1349,178,2673,1349,140,
BlockedNQueens,156.48.1960.36.1721310593.dat,2.234,116640,108354,6,108348,350,108348,7487,9166,1753,13957,438,0,333,1170,96,336,15,15,1,438,342,96,0,15,2,3924,7288,336,336,1,182,3036,1352,,3036,1352,2638,1352,136,2579,1352,130,2884,1352,161,2898,1352,165,2891,1352,161,2949,1352,170,2793,1352,148,2953,1352,166,2970,1352,175,2841,1352,158,
BlockedNQueens,156.48.1960.36.1721325287.dat,1.766,71666,66424,4,66420,252,66420,7485,9106,1690,13957,438,0,332,1109,96,334,15,15,1,438,342,96,0,15,2,3917,7284,334,334,1,178,3025,1346,,3025,1346,2322,1346,102,2693,1346,139,2927,1346,168,2935,1346,170,3022,1346,179,2999,1346,179,3020,1346,183,2938,1346,170,2937,1346,170,2522,1346,122,
BlockedNQueens,156.48.1960.36.1721326070.dat,0.375,87847,80550,5,80545,669,80545,7483,9237,1823,13957,438,0,334,1244,96,332,15,15,1,438,342,96,0,15,2,3915,7280,332,332,1,193,3019,1340,,3019,1340,2492,1340,127,2753,1340,153,2789,1340,159,2808,1340,161,2897,1340,167,2866,1340,166,2973,1340,184,3014,1340,189,2965,1340,181,2675,1340,138,
BlockedN-QueensCompetition,156.48.1960.36.1721326970.dat.data,3.875,119477,110358,3,110355,379,110355,4695,9652,3087,4361,438,0,342,335,96,380,49,49,1,438,342,96,0,49,35,23509,6793,2342,2342,1,241,18980,5408,,18980,5408,14204,5408,154,16538,5408,198,17604,5408,219,18349,5408,228,17985,5408,224,18471,5408,232,18917,5408,240,18522,5408,234,18839,5408,238,17289,5408,214,
BlockedNQueens,156.48.1960.36.1721326970.dat,2.563,108912,100241,9,100232,371,100232,7486,9296,1882,13957,438,0,328,1300,96,335,15,15,1,438,342,96,0,15,2,3921,7286,335,335,1,179,3031,1349,,3031,1349,2666,1349,141,2773,1349,146,2662,1349,141,2914,1349,165,2807,1349,156,2792,1349,151,2995,1349,180,2996,1349,179,3011,1349,181,2742,1349,148,
BlockedNQueens,156.48.1960.36.1721327521.dat,0.5,246338,226730,8,226722,1532,226722,7486,9248,1837,13957,438,0,334,1255,96,335,14,14,1,438,342,96,0,14,2,3924,7286,335,335,1,192,3034,1349,,3034,1349,2520,1349,119,2699,1349,147,2728,1349,154,2850,1349,163,3002,1349,187,2978,1349,178,2958,1349,173,2975,1349,185,2985,1349,180,2669,1349,144,
BlockedNQueens,156.48.1960.36.1721330060.dat,0.719,70473,63666,7,63659,697,63659,7484,9266,1847,13957,438,0,327,1267,96,333,15,15,1,438,342,96,0,15,2,3912,7282,333,333,1,190,3018,1343,,3018,1343,2273,1343,97,2878,1343,173,2849,1343,169,2728,1343,154,2889,1343,173,2937,1343,179,2944,1343,178,3003,1343,186,2941,1343,180,2785,1343,165,
BlockedNQueens,156.48.1960.36.1721343626.dat,4.188,217791,198862,7,198855,1533,198855,7485,9214,1797,13957,438,0,333,1216,96,334,14,14,1,438,342,96,0,14,2,3916,7284,334,334,1,189,3024,1346,,3024,1346,2532,1346,123,2637,1346,140,2876,1346,168,2758,1346,148,2893,1346,164,2874,1346,166,2978,1346,176,2978,1346,186,2941,1346,172,2837,1346,154,
BlockedNQueens,156.48.1960.36.1721345259.dat,2.016,72391,66170,0,66170,253,66170,7486,9207,1797,13957,438,0,334,1215,96,335,14,14,1,438,342,96,0,14,2,3925,7286,335,335,1,184,3035,1349,,3035,1349,2452,1349,121,2656,1349,135,2876,1349,168,2822,1349,159,2806,1349,153,2983,1349,179,2996,1349,180,3033,1349,183,3018,1349,186,2732,1349,149,
BlockedNQueens,156.48.1960.36.1721347806.dat,2.422,83946,77348,0,77348,254,77348,7487,9194,1781,13957,438,0,332,1198,96,336,16,16,1,438,342,96,0,16,2,3924,7288,336,336,1,189,3036,1352,,3036,1352,2368,1352,107,2650,1352,142,2967,1352,179,2840,1352,162,2883,1352,165,2882,1352,160,2989,1352,179,3009,1352,184,3036,1352,189,2778,1352,155,
BlockedN-QueensCompetition,156.48.1960.36.1721351180.dat.data,23.813,673462,625406,6,625400,2043,625400,4695,9652,3087,4361,438,0,342,330,96,380,49,49,1,438,342,96,0,49,33,23423,6879,2342,2342,1,241,18980,5408,,18980,5408,14509,5408,157,17235,5408,209,17502,5408,214,18388,5408,230,18771,5408,238,18184,5408,225,18539,5408,233,18575,5408,234,18397,5408,230,16737,5408,203,
BlockedNQueens,156.48.1960.36.1721351180.dat,17.563,728680,675372,9,675363,3069,675363,7479,9204,1794,13957,438,0,335,1219,96,328,16,16,1,438,342,96,0,16,2,3911,7272,328,328,1,194,3007,1328,,3007,1328,2369,1328,110,2785,1328,162,2727,1328,152,2866,1328,171,2835,1328,171,3007,1328,194,2899,1328,175,2978,1328,187,2816,1328,164,2818,1328,166,
MinimalDiagnosis,165-minimal_diagnosis-174-0.asp,0.016,17,0,0,0,0,0,8841,12298,7901,5525,948,0,441,3557,1103,10026,6,6,1,384,384,81,81,6,3,34922,2311,1354,1354,1,34,34876,16782,,34876,16782,34742,16782,34,34806,16782,34,34809,16782,34,34876,16782,34,34863,16782,34,34876,16782,34,34876,16782,34,34876,16782,34,34853,16782,34,34863,16782,34,
PartnerUnitsPolynomial,174-partner_units_polynomial-45-0.asp,3.1,28917,9666,0,9666,44,9666,5324,26170,21951,5266,21749,0,2022,79757,3279,17251,46,46,1,2971,2971,1683,1683,23,46,70741,2238,1665,1665,2,900,71036,29293,,71036,29293,70260,29293,787,70119,29293,692,70682,29293,817,70859,29293,964,70524,29293,675,70062,29293,702,70561,29293,857,70727,29293,850,70747,29293,745,63806,29293,663,
PartnerUnitsPolynomial,176-partner_units_polynomial-24-0.asp,0.06,1579,546,0,546,5,546,1396,4426,3589,1442,3512,0,502,12049,751,2467,25,25,1,726,726,396,396,12,25,11325,700,391,391,2,223,11523,5216,,11523,5216,10822,5216,163,11020,5216,206,11222,5216,184,11361,5216,237,11386,5216,214,11402,5216,207,11495,5216,232,11299,5216,216,11323,5216,224,10857,5216,169,
PartnerUnitsPolynomial,177-partner_units_polynomial-24-0.asp,0.06,1165,571,0,571,4,571,1423,4499,3623,1464,3545,0,514,12149,772,2467,25,25,1,749,749,407,407,12,25,11496,692,401,401,2,226,11671,5297,,11671,5297,10798,5297,165,11015,5297,210,11582,5297,228,11461,5297,223,11603,5297,215,11671,5297,226,11416,5297,217,11564,5297,217,11594,5297,206,11083,5297,188,
PartnerUnitsPolynomial,178-partner_units_polynomial-24-0.asp,0.88,21383,13977,0,13977,59,13977,1451,4585,3657,1512,3566,0,526,12237,793,2467,25,25,1,760,760,418,418,12,25,11667,709,411,411,2,238,11843,5390,,11843,5390,11781,5390,210,11202,5390,168,11717,5390,181,11725,5390,226,11668,5390,227,11822,5390,218,11784,5390,189,11681,5390,223,11798,5390,219,10461,5390,161,
PartnerUnitsPolynomial,187-partner_units_polynomial-51-0.asp,12.67,127369,30216,0,30216,111,30216,6799,36538,31131,6659,30902,0,2598,114270,4251,25078,52,52,1,3826,3826,2175,2175,26,52,99801,2804,2154,2154,2,1199,100135,40574,,100135,40574,98919,40574,864,99720,40574,793,98723,40574,1109,99574,40574,885,99501,40574,1189,99630,40574,834,98663,40574,885,100135,40574,1199,99316,40574,1205,90689,40574,824,
PartnerUnitsPolynomial,188-partner_units_polynomial-57-0.asp,21.72,155602,37142,0,37142,126,37142,8454,49294,42552,8214,42296,0,3246,157480,5349,34975,58,58,1,4789,4789,2730,2730,29,58,135788,3433,2706,2706,2,,136161,54360,,136161,54360,134538,54360,,135353,54360,,135347,54360,,134891,54360,,134428,54360,,135774,54360,,129873,54360,,135119,54360,,136130,54360,,129025,54360,,
PartnerUnitsPolynomial,190-partner_units_polynomial-69-0.asp,48.85,329867,59240,0,59240,189,59240,12304,82942,73089,11810,72779,0,4758,273879,7923,61951,70,70,1,7039,7039,4029,4029,35,70,231459,4880,3999,3999,2,,231910,90419,,231910,90419,229613,90419,,230284,90419,,226658,90419,,230930,90419,,231257,90419,,231679,90419,,231011,90419,,230274,90419,,231847,90419,,216261,90419,,
PartnerUnitsPolynomial,194-partner_units_polynomial-60-0.asp,58.6,986649,204319,0,204319,506,204319,8624,51619,47211,9762,46292,0,3298,172272,5401,39646,61,61,1,4090,4090,2755,2755,30,61,143553,5179,2736,2736,2,,145733,57002,,145733,57002,137387,57002,,144070,57002,,143477,57002,,145433,57002,,144203,57002,,144728,57002,,144583,57002,,145658,57002,,145688,57002,,143376,57002,,
PartnerUnitsPolynomial,195-partner_units_polynomial-60-0.asp,3.22,51232,9960,0,9960,33,9960,8624,51619,47211,9822,46262,0,3298,172212,5401,39646,61,61,1,4060,4060,2755,2755,30,61,143493,5239,2736,2736,2,,145733,57002,,145733,57002,141700,57002,,140502,57002,,145207,57002,,145622,57002,,144145,57002,,144458,57002,,145514,57002,,145529,57002,,142623,57002,,143557,57002,,
PartnerUnitsPolynomial,196-partner_units_polynomial-59-0.asp,0.5,5834,821,0,821,5,821,8534,50661,46283,9787,45305,0,3268,168590,5344,38776,60,60,1,4001,4001,2726,2726,30,60,140682,5208,2708,2708,2,,142921,55985,,142921,55985,135267,55985,883,141706,55985,,142763,55985,,141910,55985,,142591,55985,,142237,55985,,142757,55985,,142562,55985,,142121,55985,,140516,55985,,
PartnerUnitsPolynomial,197-partner_units_polynomial-62-0.asp,3.37,44645,9765,0,9765,36,9765,9094,56300,51702,10477,50661,0,3470,189203,5679,43773,63,63,1,4197,4197,2895,2895,31,63,156847,5703,2877,2877,2,,159408,62007,,159408,62007,157014,62007,,158262,62007,,154810,62007,,156677,62007,,159011,62007,,159345,62007,,159284,62007,,156170,62007,,157776,62007,,156698,62007,,
PartnerUnitsPolynomial,198-partner_units_polynomial-61-0.asp,2.81,61190,10178,0,10178,37,10178,9001,55279,50712,10255,49734,0,3439,185522,5620,42843,62,62,1,4229,4229,2865,2865,31,62,154035,5485,2848,2848,2,,156409,60925,,156409,60925,154361,60925,,153337,60925,,150648,60925,,155181,60925,,155900,60925,,155401,60925,,155875,60925,,154548,60925,,155320,60925,,153639,60925,,
PartnerUnitsPolynomial,199-partner_units_polynomial-59-0.asp,4.91,72661,13866,0,13866,55,13866,8534,50661,46283,9667,45365,0,3268,168710,5344,38776,60,60,1,4061,4061,2726,2726,30,60,140802,5088,2708,2708,2,,142921,55985,,142921,55985,140975,55985,,140798,55985,,141096,55985,,140820,55985,,139210,55985,,141996,55985,,142907,55985,,140338,55985,,142170,55985,,140307,55985,,
PartnerUnitsPolynomial,200-partner_units_polynomial-63-0.asp,1.11,17529,2239,0,2239,13,2239,9480,60182,55423,10989,54319,0,3614,203311,5902,47185,64,64,1,4335,4335,3007,3007,32,64,167978,6025,2991,2991,2,,170747,66159,,170747,66159,168129,66159,,169849,66159,,168478,66159,,168994,66159,,164066,66159,,170255,66159,,170605,66159,,169466,66159,,169845,66159,,168745,66159,,
PartnerUnitsPolynomial,201-partner_units_polynomial-63-0.asp,3.44,67030,10039,0,10039,30,10039,9480,60182,55423,10797,54415,0,3614,203503,5902,47185,64,64,1,4431,4431,3007,3007,32,64,168170,5833,2991,2991,2,,170747,66159,,170747,66159,163310,66159,,168515,66159,,170512,66159,,166521,66159,,169903,66159,,169602,66159,,170100,66159,,170566,66159,,170201,66159,,168672,66159,,
PartnerUnitsPolynomial,202-partner_units_polynomial-61-0.asp,1.06,14011,2296,0,2296,12,2296,9001,55279,50712,10441,49641,0,3439,185336,5620,42843,62,62,1,4136,4136,2865,2865,31,62,153849,5671,2848,2848,2,,156409,60925,,156409,60925,153386,60925,,155144,60925,,152327,60925,,154781,60925,,153364,60925,,155892,60925,,156094,60925,,155359,60925,,155639,60925,,154686,60925,,
PartnerUnitsPolynomial,203-partner_units_polynomial-60-0.asp,11.26,199335,35351,0,35351,107,35351,8624,51619,47211,9762,46292,0,3298,172272,5401,39646,61,61,1,4090,4090,2755,2755,30,61,143553,5179,2736,2736,2,,145733,57002,,145733,57002,141155,57002,,142997,57002,,143558,57002,,145385,57002,,142079,57002,,145042,57002,,145327,57002,,145617,57002,,145334,57002,,141928,57002,,
PartnerUnitsPolynomial,204-partner_units_polynomial-67-0.asp,0.58,2574,597,0,597,2,597,10474,70879,65727,12127,64557,0,3976,242732,6484,56730,68,68,1,4745,4745,3300,3300,34,68,198870,6766,3286,3286,2,,202081,77545,,202081,77545,196931,77545,,200715,77545,,199730,77545,,202078,77545,,201645,77545,,199535,77545,,200055,77545,,201294,77545,,200850,77545,,199744,77545,,
PartnerUnitsPolynomial,205-partner_units_polynomial-62-0.asp,2.93,65416,11364,0,11364,38,11364,9094,56300,51702,10415,50692,0,3470,189265,5679,43773,63,63,1,4228,4228,2895,2895,31,63,156909,5641,2877,2877,2,,159408,62007,,159408,62007,157773,62007,,157676,62007,,155820,62007,,159080,62007,,156935,62007,,156765,62007,,158165,62007,,156815,62007,,159281,62007,,156956,62007,,
PartnerUnitsPolynomial,206-partner_units_polynomial-63-0.asp,0.91,8799,1481,0,1481,6,1481,9480,60182,55423,11053,54287,0,3614,203247,5902,47185,64,64,1,4303,4303,3007,3007,32,64,167914,6089,2991,2991,2,,170747,66159,,170747,66159,168254,66159,,168695,66159,,169827,66159,,170375,66159,,168070,66159,,168568,66159,,168319,66159,,170305,66159,,169159,66159,,168706,66159,,
PartnerUnitsPolynomial,207-partner_units_polynomial-58-0.asp,3.45,69208,12669,0,12669,45,12669,8166,47216,42995,9131,42163,0,3130,156352,5129,35787,59,59,1,3952,3952,2618,2618,29,59,131010,4736,2598,2598,2,,132887,52284,975,132887,52284,130102,52284,,127327,52284,,131681,52284,,130319,52284,,131104,52284,,132406,52284,,132574,52284,,132465,52284,,132692,52284,,130310,52284,,
PartnerUnitsPolynomial,210-partner_units_polynomial-62-0.asp,0.74,11287,1501,0,1501,8,1501,9094,56300,51702,10353,50723,0,3470,189327,5679,43773,63,63,1,4259,4259,2895,2895,31,63,156971,5579,2877,2877,2,,159408,62007,,159408,62007,157909,62007,,156227,62007,,157789,62007,,159197,62007,,153551,62007,,157614,62007,,158906,62007,,157354,62007,,159352,62007,,157322,62007,,
MinimalDiagnosis,213-minimal_diagnosis-199-0.asp,0.172,38,0,0,0,0,0,31101,51007,29855,18863,21710,0,8000,83106,7229,43154,6,6,1,8528,8528,2386,2386,6,3,163792,6502,4243,4243,1,,162560,66088,,162560,66088,159201,66088,,161868,66088,,161992,66088,,161624,66088,,161666,66088,,162074,66088,,162110,66088,,162517,66088,,162503,66088,,161798,66088,,
MinimalDiagnosis,216-minimal_diagnosis-199-0.asp,0.141,35,0,0,0,0,0,29328,46126,27431,20448,13501,0,4781,52317,7106,39064,6,6,1,5277,5277,1545,1545,6,3,149064,6708,4602,4602,1,,148264,61009,,148264,61009,146507,61009,,146390,61009,,147488,61009,,147948,61009,,148212,61009,,148163,61009,,148229,61009,,148184,61009,,148228,61009,,147921,61009,,
MinimalDiagnosis,220-minimal_diagnosis-199-0.asp,0.109,35,0,0,0,0,0,23742,37222,22502,15615,6971,0,3141,27085,5152,31702,6,6,1,2659,2659,814,814,6,3,118530,5720,3331,3331,1,,118194,50035,,118194,50035,117267,50035,,117592,50035,,117350,50035,,118149,50035,,118086,50035,,118141,50035,,118149,50035,,118172,50035,,118190,50035,,118014,50035,,
Numberlink,83-numberlink-0-0.asp,112.859,1196019,514176,25,514151,1163,514151,4930,75961,39831,7735,10163,0,3892,63513,3031,67494,3,3,1,4141,4141,840,840,3,1,220864,788,64477,64477,5,,214704,74696,,214704,74696,210136,74696,,205744,74696,,210407,74696,,213123,74696,,212600,74696,,212023,74696,,211910,74696,,211908,74696,,214543,74696,,204660,74696,,15
Numberlink,90-numberlink-0-0.asp,46.953,541145,411250,21,411229,1022,411229,3582,45529,24013,5611,7149,0,2733,40580,2124,39498,3,3,1,2935,2935,594,594,3,1,131382,646,37386,37386,5,,127062,44580,,127062,44580,122622,44580,,121432,44580,,124319,44580,,126011,44580,,126418,44580,,123759,44580,,124779,44580,,125543,44580,,126146,44580,,118183,44580,,14
